,ST_NUM,Street Name,Street Suffix,Zipcode,PTYPE,Owner,Property Value,Year Built,Year Remodeled
3543,212 ,NORTHERN,AV,2210.0,385,WILD FISH  LLC,541500,,
3544,212 ,NORTHERN,AV,2210.0,385,WULF FISH  ENTERPRISE  LLC,471000,,
3545,212 ,NORTHERN,AV,2127.0,414,MAINE  COAST SHELLFISH  LLC,541000,,
3546,212 ,NORTHERN,AV,2127.0,402,PARKSIDE  UTILITY,144500,,
3547,212 ,NORTHERN,AV,2127.0,414,POLKADOG  DESIGNS  LLC,1278000,,
3548, ,SEAFOOD,WY,2210.0,424,NSTAR ELECTRIC  COMPANY,6050046,2016.0,
3549,8 ,SEAFOOD ,WY,2210.0,395,APCA HARBOR SEAFOOD LLC,10275000,,
3550,1 ,DESIGN CENTER ,PL,2210.0,402,JAMESTOWN I DESIGN PLACE LP,84030500,1918.0,2013.0
3551,88  ,BLACK FALCON,AV,2127.0,316,DIV BLACK FALCON LLC,56674500,0.0,2010.0
3552,1 ,DESIGN CENTER,PL,2110.0,387,JAMESTOWN I DESIGN PLACE LP,3625500,0.0,
3553,3 ,ANCHOR,WY,2210.0,316,PARK REALTY TRUST,1356000,1940.0,
3554, ,DRYDOCK,AV,2210.0,406,VERIZON,34500,1970.0,
3555,1 ,SEAFOOD,WY,2210.0,414,LEGAL SEAFOODS INC,8210500,2005.0,
3556,7 ,TIDE,ST,2210.0,343,7 TIDE LLC,6002000,1920.0,2015.0
3557,601  ,CONGRESS,ST,2210.0,348,JOHN HANCOCK LIFE INSURANCE,254542500,2002.0,2010.0
3558,606  ,CONGRESS,ST,2210.0,300,RBW OWNER LP,141300000,2006.0,
3559,355 ,CONGRESS ,ST,2127.0,357,CONGRESS STREET 355-1  LLC,5638500,0.0,
3560,   ,CONGRESS,ST,2127.0,337,BOSTON EDISON COMPANY,807500,0.0,
3561,369 375,CONGRESS,ST,2127.0,344,BECK ISAAC TRST,5343500,1918.0,2013.0
3562, ,BOSTON WHARF,RD,2127.0,387,BECK  ISAAC  F ,130608,0.0,
3563,332 340,SUMMER,ST,2127.0,387,BECK ISAAC F TRST,1309392,0.0,
3564,320 ,SUMMER,ST,2127.0,346,LINCOLN SUMMER ST VENTURE,36495500,1910.0,2013.0
3565,305  ,CONGRESS,ST,2210.0,347,CONGRESS VENTURES LLC,28263500,2000.0,
3566,313  ,CONGRESS,ST,2210.0,346,MEPT  FORT  POINT  CREATIVE,22752500,1910.0,2009.0
3567,321 323,CONGRESS,ST,2210.0,387,COSTA MANUEL R,4351000,0.0,
3568,343  ,CONGRESS,ST,2210.0,346,MEPT SEAPORT 343 CONGRESS,39653000,1915.0,2013.0
3569,347 351,CONGRESS,ST,2210.0,346,THREE FORTY SEVEN CONGRESS,17363500,1899.0,2010.0
3570,300  ,SUMMER,ST,2210.0,357,A2/M3 LLC,824500,0.0,
3571,300  ,SUMMER,ST,2210.0,358,OUT WEST ASSOCIATES LLC,324500,0.0,
3572,300  ,SUMMER,ST,2210.0,358,CHEUNG BENJAMIN,304000,0.0,
3573,300  ,SUMMER,ST,2210.0,358,DRAVIUM HOLDINGS LLC,402500,0.0,
3574,300  ,SUMMER,ST,2210.0,358,JMK ENTERPRISES  LLC,1058000,0.0,
3575,300  ,SUMMER,ST,2210.0,358,HONEIN ELIE,167500,0.0,2015.0
3576,300  ,SUMMER,ST,2210.0,358,HAMILTON TIMOTHY C,216500,0.0,
3577,290 286,SUMMER,ST,2210.0,344,280 HOLDINGS LLC,8298476,1910.0,2010.0
3578,280 284,SUMMER,ST,2210.0,344,280 HOLDINGS LLC,14215024,,2013.0
3579,274 278,SUMMER,ST,2127.0,344,TWO 74 SUMMER STREET NOMINEE,14474000,1899.0,2011.0
3580,268 272,SUMMER,ST,2210.0,344,SUMMER EQUITY PARTNERS LLC,18474000,1899.0,2005.0
3581,262 266,SUMMER,ST,2210.0,344,VANDERWEIL RAIMUND G JR TS,9962000,1899.0,2007.0
3582,256 260,SUMMER,ST,2210.0,346,CHANNEL HOLDINGS LLC,17359500,1910.0,2002.0
3583,254  ,SUMMER,ST,2210.0,346,CHANNEL HOLDINGS LLC,15443000,1910.0,2004.0
3584,10  ,MELCHER,ST,2210.0,346,T-C FORT POINT CREATIVE,19728500,1910.0,2010.0
3585,273  ,SUMMER,ST,2210.0,346,TWO 81 SUMMER ST LLC,23792445,1910.0,2008.0
3586,281 283,SUMMER,ST,2210.0,346,TWO 81 SUMMER ST LLC,16857555,1904.0,2013.0
3587,285 297,SUMMER,ST,2210.0,346,WATERFRONT EQUITY PARTNERS,13658000,1903.0,2011.0
3588,326  ,A,ST,2210.0,358,WOO HOO! HOLDINGS LLC,815500,0.0,
3589,326  ,A,ST,2127.0,358,ORNSTEIN JEFFREY B TS,698000,0.0,
3590,326  ,A,ST,2127.0,358,SZE CHIA-MING,335000,0.0,
3591,326  ,A,ST,2127.0,358,SZE CHIA-MING,496000,0.0,
3592,326  ,A,ST,2127.0,358,FORT POINT ENTERPRISES LLC,663500,0.0,
3593,326  ,A,ST,2210.0,358,BASTIEN PETER,341500,0.0,
3594,326  ,A,ST,2127.0,358,MILLYARD HARRY,342500,0.0,
3595,324  ,A,ST,2210.0,326,THREE-24 A STREET LLC,940500,1945.0,2013.0
3596,76 50,SOBIN,PK,2210.0,440,GILLETTE MANUFACTURING,4070407,0.0,
3597,44 48,SOBIN,PK,2210.0,440,GILLETTE MANUFACTURING,1084256,0.0,
3598,   ,SOBIN,PK,2210.0,440,THE GILLETTE COMPANY,6078948,0.0,
3599,20  ,SOBIN,PK,2127.0,440,GILLETTE MANUFACTURING,14504155,0.0,
3600,182  ,A,ST,2210.0,440,GILLETTE MANUFACTURING,977608,0.0,
3601,176 178,A,ST,2210.0,440,GILLETTE MANUFACTURING,639890,0.0,
3602,172 174,A,ST,2210.0,440,GILLETTE MANUFACTURING,622115,0.0,
3603,168 170,A,ST,2210.0,440,GILLETTE MANUFACTURING,551016,0.0,
3604,   ,A,ST,2210.0,440,GILLETTE MANUFACTURING,533241,0.0,
3605,116 ,W FIRST,ST,2127.0,336,ONE  CHANNEL CENTER PARKING,24724000,2012.0,
3606,5  ,CHANNEL CENTER,ST,2127.0,404,FIVE CHANNEL CENTER LLC,6883500,1913.0,2013.0
3607,7 ,CHANNEL CENTER,ST,2127.0,405,7  CHANNEL  CENTER  LLC,2326400,1914.0,
3608,9 ,CHANNEL CENTER,ST,2127.0,346,9  CHANNEL  CENTER  LLC,8844500,1810.0,
3609,25  ,CHANNEL CENTER,ST,2210.0,357,JAH REALTY LLC,1038000,0.0,
3610,35 ,CHANNEL CENTER,ST,2210.0,359,DAKOURI  INITIATIVE  LLC,616000,0.0,
3611,35  ,CHANNEL CENTER,ST,2210.0,357,L&J CLARK LLC,915500,0.0,
3612,35 ,CHANNEL CENTER,ST,2210.0,358,CHANNEL DESIGN GROUP  LLC,1533000,0.0,
3613,35 ,CHANNEL CENTER,ST,2210.0,358,CHANNEL DESIGN GROUP LLC,668500,0.0,
3614,35 ,CHANNEL CENTER,ST,2210.0,358,CHANNEL DESIGN GROUP LLC,304500,0.0,
3615,21 A,WORMWOOD,ST,2210.0,357,GREER RICHARD K TS,754000,0.0,
3616,21 B,WORMWOOD,ST,2210.0,357,PORTER NANCY E,316500,0.0,
3617,21  C,WORMWOOD,ST,2210.0,357,TWENTY ONE REALTY TRUST,244000,0.0,
3618,27 - 43,WORMWOOD,ST,2127.0,346,TOWER POINT OWNER LLC,51189500,1900.0,2013.0
3619,10  ,CHANNEL CENTER,ST,2127.0,346,10-20 CHANNEL CENTER,29237076,1919.0,2013.0
3620,20 - 30,CHANNEL CENTER ,ST,2127.0,346,10-20 CHANNEL CENTER,51172924,1922.0,2008.0
3621,40  ,CHANNEL CENTER,ST,2127.0,344,FORTY CHANNEL CENTER  LLC,6743000,1919.0,2009.0
3622,319 ,A,ST,2210.0,356,CASWELL RESTAURANT GRUPPO,2145000,0.0,
3623,323 -329,A,ST,2127.0,346,311 SUMNER AVENUE INC,19072500,1911.0,2011.0
3624,321 325,SUMMER,ST,2210.0,346,THREE 21 SUMMER ST LLC,27263000,1911.0,2013.0
3625,327 - 333,SUMMER,ST,2210.0,346,ASB SUMMER STREET VENTURE,9232508,1911.0,2015.0
3626,337 - 347,SUMMER,ST,2210.0,346,ASB SUMMER STREET VENTURE,14531992,1907.0,2015.0
3627,330  ,C,ST,2127.0,332,TUTUNJIAN EDWARD,465500,1973.0,2000.0
3628,304  ,C,ST,2127.0,317,GORDON JULIAN O,157500,1915.0,
3629,204  ,W FIRST,ST,2210.0,317,GORDON JULIAN D,187000,1930.0,
3630,202  ,W FIRST,ST,2210.0,400,GORDON JULIAN D,612500,1940.0,1976.0
3631,184 194,W FIRST,ST,2210.0,316,ONE-80 - 194 WFST LLC,2143500,1950.0,2015.0
3632,346  ,D,ST,2127.0,316,SHAUGHNESSY REAL EST LLC,3654500,1955.0,1979.0
3633,346  ,D,ST,2127.0,316,SHAUGHNESSY REAL EST LLC,3654500,1910.0,1998.0
3634,218  ,W FIRST,ST,2127.0,317,SHAUGHNESSY RE INVESTS LLC,374100,1930.0,
3635,   ,W FIRST,ST,2127.0,332,SHAUGHNESSY * AHERN CO,1356952,,
3636,   ,W FIRST,ST,2127.0,332,SHAUGHNESSY & AHERN CO,212173,,
3637,325  ,C,ST,2127.0,314,SHAUGHNESSY & AHERN CO,371849,1910.0,1990.0
3638,   ,CYPHER,ST,2127.0,332,SHAUGHNESSY & AHERN CO,47326,,
3639,415  ,SUMMER,ST,2210.0,300,MASS CONVENTION CENTER AUTH,244261000,0.0,
3640,655 651,SUMMER,ST,2210.0,344,SIX55 SUMMER HOLDINGS LLC,1879000,1989.0,
3641,85 ,FARGO ,ST,2127.0,387,SRI TEN SEAPORT CENTER  LLC,5551000,,
3642,643 -653,SUMMER,ST,2127.0,316,BOSTON  HARBOR  INDUSTRIAL,73070000,,
3643,643 -653,SUMMER,ST,2127.0,316,BOSTON  HARBOR  INDUSTRIAL,73070000,1970.0,
3644,643 -653,SUMMER,ST,2127.0,316,BOSTON  HARBOR  INDUSTRIAL,73070000,1978.0,1998.0
3645,643 -653,SUMMER,ST,2127.0,316,BOSTON  HARBOR  INDUSTRIAL,73070000,1990.0,
3646,643 -653,SUMMER,ST,2127.0,316,BOSTON  HARBOR  INDUSTRIAL,73070000,1960.0,1993.0
3647,643 -653,SUMMER,ST,2127.0,316,BOSTON  HARBOR  INDUSTRIAL,73070000,1970.0,1999.0
3648,643 -653,SUMMER,ST,2127.0,316,BOSTON  HARBOR  INDUSTRIAL,73070000,1972.0,
3649,643 -653,SUMMER,ST,2127.0,316,BOSTON  HARBOR  INDUSTRIAL,73070000,1970.0,
3650,643 -653,SUMMER,ST,2127.0,316,BOSTON  HARBOR  INDUSTRIAL,73070000,1973.0,1995.0
3651,643 -653,SUMMER,ST,2127.0,316,BOSTON  HARBOR  INDUSTRIAL,73070000,1960.0,1987.0
3652,   ,E FIRST,ST,2210.0,337,NATCON PROPERTIES INC,866700,0.0,
3653,426  ,E FIRST,ST,2210.0,316,NATCON PROPERTIES INC,7065000,1930.0,2013.0
3654,   ,E FIRST,ST,2210.0,337,BARD JOEL B,872000,0.0,
3655,370 378,W FIRST,ST,2210.0,316,BARD JOEL B,1613000,1920.0,
3656,451  ,D,ST,2210.0,346,451 D STREET LLC,100226000,1909.0,2007.0
3657,451 ,D,ST,2210.0,346,SRI TEN SEAPORT CENTER LLC,21658500,0.0,
3658,69  ,FARGO,ST,2127.0,387,451 D STREET LLC,1999500,0.0,
3659,420 ,E ,ST,2127.0,316,FOUR20 E STREET LLC,13623000,1983.0,
3660, ,FARGO,ST,2127.0,387,NINE-20 EAST FIRST  ST  LLC,1499500,,
3661, ,FARGO,ST,2127.0,387,NINE 20 EAST FIRST ST LLC,4972000,,
3662,380 ,E,ST,2127.0,312,920  STORAGE  LLC,16110500,2013.0,
3663,280  ,W FIRST,ST,2127.0,316,RYDER TRUCK RENTAL INC,1813000,1960.0,
3664,361  ,W FIRST,ST,2127.0,332,CLANCY SHARON L,720600,1981.0,
3665,377  ,W FIRST,ST,2127.0,441,CLANCY DONALD,145400,0.0,
3666,401 ,W FIRST,ST,2127.0,358,401 NORCROSS LLC,76000,,
3667,403 ,W FIRST,ST,2127.0,358,401 NORCROSS LLC,76000,,
3668,405 ,W FIRST,ST,2127.0,358,401 NORCROSS LLC,72000,0.0,
3669,407 ,W FIRST,ST,2127.0,358,401 NORCROSS LLC,76500,0.0,
3670,207  ,F,ST,2127.0,343,TWO-07 F STREET LLC,2995500,1987.0,
3671,492 494,E BROADWAY, ,2127.0,356,JW BROADWAY LLC,337000,0.0,
3672,78  ,DORCHESTER,ST,2127.0,325,BURKE TIMOTHY,65500,1920.0,
3673,500 502A,E BROADWAY, ,2127.0,343,MAMURAMA REALTY CORP,628500,1915.0,1985.0
3674,   ,H STREET,PL,2127.0,337,COYNE CLAIRE M,78700,0.0,
3675,546  ,E BROADWAY, ,2127.0,344,COYNE CLAIRE M,2090500,1899.0,2007.0
3676,420 416,E THIRD,ST,2127.0,332,EMERSON AUTO SER CORP,157451,1940.0,
3677,414  ,E THIRD,ST,2127.0,332,EMERSON AUTO SER CORP,50049,,
3678,14  ,DORCHESTER,ST,2127.0,344,JCK LLC,513000,1988.0,
3679,503 503R,E SECOND,ST,2127.0,332,BIRRITTERI SEBASTIAN TS,391000,1920.0,1985.0
3680,515 -519,E SECOND,ST,2127.0,332,DISCOVER BOSTON MULTI-LINGU,816000,1950.0,
3681,531 533,E SECOND,ST,2127.0,407,SORRENTI FRANK E JR ETAL,313000,1930.0,
3682,   ,E SECOND,ST,2127.0,316,GREEN BRICK DEVELOPMENT LLC,153232,0.0,
3683,27 29,H,ST,2127.0,316,GREEN BRICK DEVELOPMENT LLC,327268,1950.0,1983.0
3684,444  ,E THIRD,ST,2127.0,350,FOUR-44 EAST THIRD ST SERIES,1715000,1960.0,2003.0
3685,510  ,E SECOND,ST,2127.0,316,GORDON FREDERICK M TS,2469000,1960.0,1997.0
3686,480  ,E FIRST,ST,2127.0,316,CASEY WILLIAM C TRST,2452000,1965.0,
3687,478 472,E FIRST,ST,2127.0,314,CASEY WILLIAM C,728524,1930.0,2001.0
3688,462 470,E FIRST,ST,2127.0,332,CASEY WILLIAM C,387476,,2013.0
3689,485  ,E FIRST,ST,2127.0,407,MOORE DOUGLAS E,639000,1968.0,
3690,2  ,H,ST,2127.0,316,H STREET PARTNERS LLC,2477000,1950.0,1981.0
3691,543  ,E SECOND,ST,2127.0,317,HADAYA RUSSELL S TRST,398500,1960.0,
3692,543 R,E SECOND,ST,2127.0,317,HADAYA RUSSELLS TRST,178000,1930.0,
3693,555 ,E SECOND,ST,2127.0,369,TEMPO  REALTY  LLC,1028000,1940.0,2013.0
3694,   ,E SECOND,ST,2127.0,332,FIVE 65 - 571 E SECOND ST,161363,1950.0,
3695,569 571,E SECOND,ST,2127.0,317,FIVE 65 - 571 E SECOND ST,284637,1930.0,
3696,120 126,EMERSON,ST,2127.0,325,FEDERICO REVOCABLE TRUST,311500,1899.0,
3697,116 118,EMERSON,ST,2127.0,329,ENGLISH THOMAS A JR,150419,,
3698,112 R118R,EMERSON,ST,2127.0,329,ENGLISH THOMAS A,439670,1899.0,2002.0
3699,112 114,EMERSON,ST,2127.0,329,ENGLISH THOMAS A JR,107911,,
3700,608  ,E BROADWAY, ,2127.0,319,LIN MU YING  TS,284500,1935.0,2005.0
3701,604 604A,E BROADWAY, ,2127.0,319,LIN MU YING  TS,288000,1910.0,2005.0
3702,670  ,E BROADWAY, ,2127.0,320,WALSH KAREN M TS,249000,1920.0,
3703,666  ,E BROADWAY, ,2127.0,320,LIN MU YING,315000,1920.0,1985.0
3704,664 A662,E BROADWAY, ,2127.0,325,CHAN SING MING TS,526500,1920.0,
3705,636 640,E BROADWAY, ,2127.0,341,SIX 36 E BROADWAY LLC,1128000,1940.0,2016.0
3706,624 - 634,E BROADWAY, ,2127.0,357,SIX 24 E BROADWAY LLC,1126500,0.0,
3707,620 -622,E BROADWAY, ,2127.0,357,INTHIRA LUNG  TS,342500,0.0,
3708,610 612,E BROADWAY,ST,2127.0,356,HARLEY INVESTMENTS LLC,316000,0.0,
3709,14 ,I,ST,2127.0,358,EAST FIRST STREET,103500,0.0,
3710,519 ,E FIRST,ST,2127.0,356,519 EAST FIRST STREET INC,12000,0.0,
3711,525 ,E FIRST,ST,2127.0,357,525 EAST FIRST STREET INC,5500,0.0,
3712,535 ,E FIRST,ST,2127.0,358,LUCKY LL5 LLC,27000,0.0,
3713,537 ,E FIRST,ST,2127.0,358,CLIENTWORKS LLC,50500,2012.0,
3714,500  ,E FIRST,ST,2127.0,424,BOSTON EDISON CO MASS CORP,7156900,1940.0,2003.0
3715,530 R,E FIRST,ST,2127.0,343,NSTAR ELECTRIC COMPANY,3049500,1970.0,1998.0
3716,538  ,E FIRST,ST,2127.0,316,SULLIVAN JOHN F,1955500,1899.0,
3717,538  ,E FIRST,ST,2127.0,316,SULLIVAN JOHN F,1955500,1899.0,
3718,538  ,E FIRST,ST,2127.0,316,SULLIVAN JOHN F,1955500,1899.0,
3719,771  ,SUMMER,ST,2127.0,401,KING  TERMINAL  LLC,10191500,1996.0,2003.0
3720,779  ,SUMMER,ST,2127.0,344,KING TERMINAL  LLC,4089000,1930.0,2015.0
3721,564 574,E FIRST,ST,2127.0,316,KING TERMINAL  LLC,14165509,1930.0,
3722,564 574,E FIRST,ST,2127.0,316,KING TERMINAL  LLC,14165509,1930.0,
3723,564 574,E FIRST,ST,2127.0,316,KING TERMINAL  LLC,14165509,1930.0,
3724,564 574,E FIRST,ST,2127.0,316,KING TERMINAL  LLC,14165509,1930.0,2013.0
3725,564 574,E FIRST,ST,2127.0,316,KING TERMINAL  LLC,14165509,1930.0,2000.0
3726,564 574,E FIRST,ST,2127.0,316,KING TERMINAL  LLC,14165509,1930.0,
3727,564 574,E FIRST,ST,2127.0,316,KING TERMINAL  LLC,14165509,1930.0,2000.0
3728,21  ,POWER HOUSE, ,2127.0,404,TRANSORG LIMITED PARTNERSHIP,6464000,1930.0,1983.0
3729,6  ,ELKINS,ST,2127.0,316,SHAUGHNESSY & AHERN CO,1146500,1945.0,2002.0
3730,592 590,E FIRST,ST,2127.0,337,KING TERMINAL  LLC,758679,0.0,
3731,   ,E FIRST,ST,2127.0,337,KING TERNIMAL  LLC,2636057,0.0,
3732,636  ,E FIRST,ST,2127.0,440,BOSTON EDISON CO,586200,0.0,
3733,776 - 834,SUMMER,ST,2127.0,422,HRP  776 SUMMER STREET   LLC,25266200,1925.0,
3734,   ,WILLIAM J DAY,BL,2127.0,328,SULLIVAN DANIEL F LEASEE,1232500,1988.0,
3735,571 - 591,E FIRST,ST,2127.0,332,G L I OPERATING CO DEL CP,2950000,1950.0,1997.0
3736,599  ,E FIRST,ST,2127.0,329,SCOMAR LLC,366500,1930.0,1996.0
3737,839  ,SUMMER,ST,2127.0,332,EIGHT-39 SUMMER ST LLC,238000,1955.0,
3738,   ,SUMMER,ST,2127.0,337,EIGHT-39 SUMMER ST LLC,38400,0.0,
3739,   ,SUMMER,ST,2127.0,337,EIGHT-39 SUMMER ST LLC,38800,0.0,
3740,   ,SUMMER,ST,2127.0,337,WEEPECKET LLC,24400,0.0,
3741,   ,SUMMER,ST,2127.0,337,CAHILL L ST LLC,24500,0.0,
3742,   ,SUMMER,ST,2127.0,337,CAHILL L ST LLC,24500,0.0,
3743,   ,SUMMER,ST,2127.0,337,CAHILL L ST LLC,26300,0.0,
3744,   ,SUMMER,ST,2127.0,337,CAHILL L ST LLC,22800,0.0,
3745,687 ,E SECOND,ST,2127.0,357,CHEN  LI  JUNE,227000,,
3746,202 -206,K,ST,2127.0,356,EAST SPRINGFIELD ST LLC,65000,0.0,
3747,65  ,L,ST,2127.0,320,STEWARD & SHEPHERD LLC,189500,1940.0,1980.0
3748,744 -746,E BROADWAY,,2127.0,357,ROSE NGUYEN LLC,215000,0.0,
3749,710 R,E BROADWAY, ,2127.0,320,SEVEN10 BROADWAY LLC,4800000,1930.0,2012.0
3750,710 R,E BROADWAY, ,2127.0,320,SEVEN10 BROADWAY LLC,4800000,1940.0,
3751,708  ,E BROADWAY, ,2127.0,341,FARRAGUT COOPERATIVE BANK,519945,1930.0,
3752,706  ,E BROADWAY, ,2127.0,341,FARRAGUT COOP BANK,499555,,
3753,613 ,E THIRD,ST,2127.0,356,KLAUS  RESTAURANTS  INC,202000,0.0,
3754,754 ,E BROADWAY,,2127.0,358,MJ RETAIL LLC,270000,0.0,
3755,40 -42,L,ST,2127.0,402,BRADY PETER J,281500,1984.0,
3756,836 844,SUMMER,ST,2127.0,344,CAHILL L ST LLC,4240500,1910.0,
3757,637 ,E FIRST,ST,2127.0,358,ORANMORE  ENTERPRISES   LLC,184000,0.0,
3758,637 ,E FIRST,ST,2127.0,358,ORANMORE  ENTERPRISES   LLC,191000,0.0,
3759,706  ,E SECOND,ST,2127.0,402,EIGHT 50 SUMMER ST LLC,2221000,1920.0,2000.0
3760,33  ,O,ST,2127.0,332,33 O STREET LLC,144700,1950.0,
3761,11  ,P,ST,2127.0,326,CAMPBELL COLLEEN M,182000,1963.0,
3762,765 767,E THIRD,ST,2127.0,316,COX JOY TS,470000,1925.0,1992.0
3763,35  ,FARRAGUT,RD,2127.0,320,35 FARRAGUT LLC,613000,1935.0,1994.0
3764,   ,P,ST,2127.0,317,ADMIRAL FARRAGUT LLC,1630500,1962.0,2002.0
3765,90  ,M,ST,2127.0,357,SCHWARTZ STANLEY A,589500,0.0,
3766,812  ,E SIXTH,ST,2127.0,316,EIGHT 15 EAST 5TH ST LLC,1228000,1930.0,
3767,823 ,E SIXTH,ST,2127.0,356,MARTIN GERLAD C JR,687000,,
3768,804  ,E SEVENTH,ST,2127.0,304,HCRI MASS PROPERTIES TR II,3782500,1965.0,2009.0
3769,285  ,DORCHESTER,AV,2127.0,343,CHAN SUSIE TS,1839500,1920.0,
3770,297 299,DORCHESTER,AV,2127.0,316,KRUPA PROPERTIES LLC,1833500,1920.0,
3771,307 R307,DORCHESTER,AV,2127.0,316,TWO 37 ALBANY ST INV LLC,6670500,2010.0,
3772,323  ,DORCHESTER,AV,2127.0,376,COLE DEVELOPMENT LLC,1339000,1920.0,2003.0
3773,345 R345,DORCHESTER,AV,2127.0,316,MARR DANIEL F TRSTS,2480500,1976.0,
3774,345 R345,DORCHESTER,AV,2127.0,316,MARR DANIEL F TRSTS,2480500,1976.0,
3775,363 365,DORCHESTER,AV,2127.0,316,MARR ROBERT L,4335500,1945.0,
3776,363 365,DORCHESTER,AV,2127.0,316,MARR ROBERT L,4335500,1940.0,
3777,363 365,DORCHESTER,AV,2127.0,316,MARR ROBERT L,4335500,1930.0,
3778,371 393,DORCHESTER,AV,2127.0,316,SMILEY FACE DOTAVE LLC,11800500,1920.0,2016.0
3779,371 393,DORCHESTER,AV,2127.0,316,SMILEY FACE DOTAVE LLC,11800500,1920.0,2002.0
3780,371 393,DORCHESTER,AV,2127.0,316,SMILEY FACE DOTAVE LLC,11800500,1900.0,2002.0
3781,409 411,DORCHESTER,AV,2127.0,332,DIBLASI JOHN S TS,734000,1917.0,1997.0
3782,  R,DORCHESTER,AV,2127.0,337,DIBLASI JOHN S TS,141000,0.0,
3783,415  ,DORCHESTER,AV,2127.0,424,BOSTON EDISON CO,522600,1920.0,2002.0
3784,421 423,DORCHESTER,AV,2127.0,320,SAKS ALAN,909000,1954.0,
3785,421 423,DORCHESTER,AV,2127.0,320,SAKS ALAN,909000,1951.0,1995.0
3786,429  ,DORCHESTER,AV,2127.0,337,KRUPA PROPERTIES LLC,684000,0.0,
3787,   ,DORCHESTER,AV,2127.0,337,KRUPA PROPERTIES LLC,228400,0.0,
3788,455  ,DORCHESTER,AV,2127.0,401,KARAS * KARAS GLASS CO INC,1423500,1940.0,
3789,10  ,ALGER,ST,2127.0,401,KRUPA PROPERTIES,1189500,1920.0,
3790,4  ,ALGER,ST,2127.0,316,CIFRINO DOLORES HAYES,7236500,1940.0,2002.0
3791,2  ,ALGER,ST,2127.0,316,WINE CAROLE A TS,2374000,1966.0,2003.0
3792,   ,ALGER,ST,2127.0,440,DOTAVE VENTURES LLC,80914,0.0,
3793,   ,ALGER,ST,2127.0,440,MARR REALTY CORPORATION,83497,0.0,
3794,9  ,ALGER,ST,2127.0,440,MARR REALTY CORPORATION,101518,0.0,
3795,11 R13,ALGER,ST,2127.0,440,MARR REALTY CORPORATION,101518,0.0,
3796,19  ,ALGER,ST,2127.0,440,MARR REALTY CORPORATION,23247,0.0,
3797,475 485,DORCHESTER,AV,2127.0,440,MARR REALTY CORPORATION,210005,0.0,
3798,511 537,DORCHESTER,AV,2127.0,440,DOTAVE VENTURES LLC,4941300,0.0,
3799,1  ,ELLERY,ST,2127.0,332,B&J REALTY S BOSTON,580700,1900.0,
3800,1 B-1A,ELLERY,ST,2127.0,340,B&J REALTY GROUP S. BOSTON,863300,1930.0,1988.0
3801,1 3,WADLEIGH,PL,2127.0,344,NEMO ANDREW LLC,786500,1930.0,1988.0
3802,8 6,WADLEIGH,PL,2127.0,343,NEMO ANDREW LLC,327000,1920.0,2005.0
3803,13  ,ELLERY,ST,2127.0,337,B & J REALTY GROUP S. BOSTON,119100,0.0,
3804,19  ,ELLERY,ST,2127.0,337,B&J REALTY GROUP S. BOSTON,242200,0.0,
3805,290  ,SOUTHAMPTON,ST,2127.0,312,BOSTON-SOUTHAMPTON LLC,9479500,2003.0,
3806,510  ,SOUTHAMPTON,ST,2127.0,328,MURPHYS DONUTS INC,260624,1960.0,2009.0
3807,498 504,SOUTHAMPTON,ST,2127.0,328,MURPHYS DONUTS INC,186876,0.0,
3808,395  ,DORCHESTER,ST,2127.0,320,MANIAS NICHOLAS,226000,1920.0,1993.0
3809,558 560,DORCHESTER,AV,2127.0,329,ATTARDO SUSAN,299500,1960.0,1995.0
3810,536 ,DORCHESTER,AV,2127.0,357,NGUYEN KEVIN HOANG,178500,0.0,
3811,536 ,DORCHESTER,AV,2127.0,357,AMARU ANTHONY,234000,0.0,
3812,526  ,DORCHESTER,AV,2127.0,343,524-526 DOT LLC,163000,1988.0,
3813,524  ,DORCHESTER,AV,2127.0,343,524-526 DOT LLC,163000,1988.0,
3814,522  ,DORCHESTER,AV,2127.0,343,BOSTON LETTER CARRIERS,163000,1988.0,
3815,520  ,DORCHESTER,AV,2127.0,343,BOSTON LETTER CARRIERS,191500,1988.0,
3816,353 361,DORCHESTER,ST,2127.0,311,353 DORCHESTER STREET LLC,282500,1930.0,
3817,488 ,DORCHESTER,AV,2127.0,356,R & B INVESTMENTS LLC,374500,0.0,
3818,241 ,OLD COLONY,AV,2127.0,332,TWO-35 OCOLONY LLC,623000,1967.0,2004.0
3819,235  ,DORCHESTER,ST,2127.0,407,TWO-35 OCOLONY LLC,5004500,1938.0,1963.0
3820,57 59,MIDDLE,ST,2127.0,317,DORCHESTER AVE HOLDING LLC,71000,1910.0,
3821,69  ,MIDDLE,ST,2127.0,332,480 SMILEY LLC,191500,1920.0,
3822,480  ,DORCHESTER,AV,2127.0,332,480 SMILEY LLC,183500,1920.0,
3823,474  ,DORCHESTER,AV,2127.0,316,DORCHESTER AVENUE HOLDING LL,1292000,1920.0,2005.0
3824,32 46,ALGER,ST,2127.0,310,DAMRELL HOLDINGS LLC,1087829,1910.0,
3825,27  ,DAMRELL,ST,2127.0,310,DAMRELL HOLDINGS LLC,1049376,1999.0,
3826,35 39,DAMRELL,ST,2127.0,310,DAMRELL HOLDINGS LLC,160171,1910.0,1999.0
3827,   ,DAMRELL,ST,2127.0,310,DAMRELL HOLDINGS LLC,219282,0.0,
